Number,Platform,Date,Passed Day,Meta Score,User Score
16686,Game Boy Advance,2004-09-28,6665,59.0,8.1
16687,PC,2017-11-21,1863,59.0,6.9
16688,PC,2013-07-18,3450,59.0,6.1
16689,PlayStation 4,2015-09-29,2647,59.0,6.0
16690,DS,2006-01-31,6175,59.0,7.7
16691,PlayStation 4,2017-03-28,2101,59.0,7.3
16692,3DS,2016-11-08,2241,59.0,5.9
16693,PlayStation Vita,2015-03-24,2836,59.0,6.7
16694,PSP,2006-11-14,5888,59.0,6.7
16695,PC,2003-12-17,6951,59.0,8.2
16696,PC,2005-01-25,6546,59.0,5.4
16697,Switch,2019-10-10,1175,59.0,5.2
16698,Xbox 360,2010-02-16,4698,59.0,6.2
16699,Xbox,2003-06-20,7131,59.0,4.3
16700,Game Boy Advance,2003-03-10,7233,59.0,4.3
16701,PlayStation 2,2002-11-26,7337,59.0,8.0
16702,PlayStation 2,2002-10-16,7378,59.0,4.6
16703,PC,2002-06-24,7492,59.0,7.5
16704,PC,2002-03-20,7588,59.0,7.1
16705,PC,2001-10-31,7728,59.0,5.3
16706,Xbox Series X,2022-07-07,174,59.0,5.9
16707,PlayStation 4,2019-11-05,1149,59.0,6.0
16708,Switch,2017-09-05,1940,59.0,6.9
16709,Xbox One,2014-12-16,2934,59.0,4.2
16710,Wii,2009-10-12,4825,59.0,7.8
16711,PC,2010-08-03,4530,59.0,5.6
16712,DS,2009-06-30,4929,59.0,8.7
16713,Xbox 360,2006-09-19,5944,59.0,7.3
16714,Switch,2018-11-06,1513,59.0,5.7
16715,Wii,2010-03-23,4663,59.0,7.0
16716,PlayStation 3,2009-07-21,4908,59.0,7.5
16717,Xbox 360,2011-06-07,4222,59.0,7.3
16718,Xbox One,2020-02-28,1034,59.0,3.4
16719,Xbox 360,2006-11-15,5887,59.0,6.2
16720,PSP,2005-07-06,6384,59.0,6.5
16721,PlayStation 3,2012-10-23,3718,59.0,6.5
16722,Wii,2010-02-09,4705,59.0,6.8
16723,PlayStation 2,2003-11-11,6987,59.0,8.3
16724,Switch,2022-07-21,160,59.0,6.6
16725,Switch,2020-09-08,841,59.0,7.6
16726,PC,2020-04-16,986,59.0,6.7
16727,Switch,2019-08-29,1217,59.0,5.8
16728,PlayStation 4,2019-07-16,1261,59.0,2.5
16729,Switch,2018-11-30,1489,59.0,4.3
16730,PC,2018-11-30,1489,59.0,6.3
16731,Switch,2018-03-30,1734,59.0,6.4
16732,Switch,2017-05-30,2038,59.0,6.6
16733,3DS,2016-10-13,2267,59.0,7.0
16734,PC,2016-07-12,2360,59.0,4.8
16735,PC,2015-07-13,2725,59.0,5.9
16736,Xbox One,2014-09-09,3032,59.0,3.2
16737,PC,2014-03-06,3219,59.0,6.4
16738,PlayStation 3,2013-04-02,3557,59.0,6.8
16739,PlayStation 3,2011-12-06,4040,59.0,6.8
16740,PC,2011-05-06,4254,59.0,6.2
16741,DS,2011-04-12,4278,59.0,8.4
16742,PlayStation 3,2010-01-19,4726,59.0,5.9
16743,Wii,2009-04-27,4993,59.0,5.9
16744,PlayStation 3,2008-11-18,5153,59.0,6.1
16745,PC,2008-03-25,5391,59.0,7.1
16746,Xbox 360,2007-07-23,5637,59.0,5.2
16747,PlayStation 2,2006-10-24,5909,59.0,7.2
16748,DS,2006-10-17,5916,59.0,6.4
16749,PlayStation 2,2006-06-13,6042,59.0,8.3
16750,Xbox,2003-12-09,6959,59.0,6.5
16751,PlayStation 2,2003-11-11,6987,59.0,8.6
16752,PlayStation 2,2003-10-21,7008,59.0,7.5
16753,PlayStation 2,2003-09-30,7029,59.0,5.6
16754,GameCube,2002-10-24,7370,59.0,6.3
16755,Xbox,2001-11-14,7714,59.0,5.7
16756,PlayStation 2,2006-07-18,6007,59.0,5.4
16757,Xbox,2005-10-11,6287,59.0,4.3
16758,Wii,2008-11-18,5153,59.0,6.2
16759,GameCube,2006-02-21,6154,59.0,8.1
16760,PlayStation 3,2007-07-31,5629,59.0,8.0
16761,Switch,2020-01-30,1063,59.0,5.8
16762,Xbox One,2020-07-28,883,59.0,4.7
16763,PC,2014-09-23,3018,59.0,6.3
16764,DS,2008-03-18,5398,59.0,6.3
16765,PC,2004-09-09,6684,59.0,5.7
16766,Switch,2020-06-16,925,59.0,7.4
16767,PlayStation 4,2019-09-10,1205,59.0,3.8
16768,DS,2008-04-20,5365,59.0,8.5
16769,PlayStation 3,2006-12-07,5865,59.0,6.7
16770,PSP,2007-11-05,5532,59.0,7.1
16771,Switch,2021-04-15,622,59.0,7.1
16772,PC,2011-10-28,4079,59.0,6.2
16773,DS,2008-11-17,5154,59.0,2.3
16774,Xbox,2004-08-31,6693,59.0,2.3
16775,PC,2006-02-16,6159,59.0,6.2
16776,PlayStation 2,2004-09-14,6679,59.0,8.2
16777,GameCube,2002-12-08,7325,59.0,8.2
16778,Xbox,2002-09-26,7398,59.0,6.0
16779,PlayStation 2,2002-06-10,7506,59.0,3.6
16780,PlayStation 2,2001-06-20,7861,59.0,3.6
16781,3DS,2013-10-29,3347,59.0,6.2
16782,PC,2020-06-19,922,59.0,6.2
16783,PC,2020-02-26,1036,59.0,6.2
16784,PlayStation 4,2015-02-17,2871,59.0,6.6
16785,Wii U,2014-05-01,3163,59.0,6.5
16786,Switch,2019-04-18,1350,59.0,7.2
16787,PlayStation 4,2017-05-19,2049,59.0,6.6
16788,PC,2004-10-05,6658,59.0,5.2
16789,Switch,2020-05-07,965,59.0,7.3
16790,Xbox 360,2012-09-05,3766,59.0,5.6
16791,Wii,2009-09-07,4860,59.0,5.6
16792,PlayStation 4,2020-09-08,841,59.0,3.1
16793,PC,2018-09-25,1555,59.0,6.0
16794,DS,2007-10-15,5553,59.0,4.4
16795,PlayStation 2,2007-09-26,5572,59.0,4.4
16796,PlayStation 2,2004-07-07,6748,59.0,8.8
16797,PlayStation 3,2011-08-30,4138,59.0,6.9
16798,Xbox 360,2010-11-02,4439,59.0,7.3
16799,Wii,2010-12-07,4404,59.0,8.4
16800,DS,2009-01-27,5083,59.0,8.4
16801,PC,2005-12-22,6215,59.0,7.3
16802,Xbox 360,2012-11-18,3692,59.0,6.1
16803,PlayStation 4,2019-11-28,1126,59.0,5.1
16804,PlayStation 4,2018-01-23,1800,59.0,6.0
16805,PC,2004-03-19,6858,59.0,6.0
16806,PlayStation 2,2001-06-27,7854,59.0,6.0
16807,Dreamcast,2000-10-29,8095,59.0,7.1
16808,PlayStation 2,2000-10-24,8100,59.0,8.0
16809,3DS,2014-02-18,3235,59.0,6.3
16810,PlayStation 2,2005-01-25,6546,59.0,7.6
16811,PC,2014-06-03,3130,59.0,7.3
16812,Wii,2007-10-23,5545,59.0,5.5
16813,PlayStation 4,2020-09-18,831,59.0,4.3
16814,Xbox One,2016-09-23,2287,59.0,5.5
16815,Switch,2020-04-07,995,59.0,6.9
16816,PlayStation 4,2017-11-17,1867,59.0,6.2
16817,Xbox One,2016-09-16,2294,59.0,7.7
16818,PSP,2007-12-17,5490,59.0,7.5
16819,PlayStation 3,2009-12-22,4754,59.0,5.4
16820,PC,2022-11-10,48,59.0,5.4
16821,PlayStation 4,2021-08-31,484,59.0,7.3
16822,PC,2021-05-13,594,59.0,7.4
16823,PC,2020-10-15,804,59.0,6.4
16824,Switch,2019-06-07,1300,59.0,5.8
16825,Xbox One,2017-01-20,2168,59.0,3.8
16826,PlayStation 4,2015-03-31,2829,59.0,6.6
16827,PlayStation 3,2008-02-19,5426,59.0,7.1
16828,PlayStation 2,2007-05-08,5713,59.0,6.9
16829,PlayStation 3,2007-05-30,5691,59.0,5.1
16830,DS,2008-09-16,5216,59.0,5.6
16831,PC,2012-10-15,3726,59.0,6.3
16832,3DS,2012-11-08,3702,59.0,4.3
16833,3DS,2012-10-21,3720,59.0,4.3
16834,PC,2008-12-16,5125,59.0,7.5
16835,Xbox 360,2007-05-16,5705,59.0,7.5
16836,PC,2015-10-27,2619,59.0,4.4
16837,PlayStation 4,2014-06-03,3130,59.0,7.0
16838,PC,2007-06-12,5678,59.0,6.5
16839,DS,2009-09-15,4852,59.0,7.6
16840,GameCube,2004-08-25,6699,59.0,7.0
16841,Game Boy Advance,2003-02-05,7266,59.0,7.0
16842,PlayStation,2001-11-01,7727,59.0,6.4
16843,PC,2006-08-21,5973,59.0,6.4
16844,PC,2007-05-01,5720,59.0,6.0
16845,PlayStation 3,2010-09-21,4481,59.0,6.5
16846,PlayStation 4,2018-11-06,1513,59.0,4.5
16847,PlayStation 4,2017-03-29,2100,59.0,8.5
16848,PlayStation 4,2016-12-13,2206,59.0,5.0
16849,PC,2013-10-29,3347,59.0,7.3
16850,Xbox 360,2006-09-25,5938,59.0,5.0
16851,Wii,2007-10-02,5566,59.0,8.2
16852,Xbox 360,2007-09-19,5579,59.0,8.5
16853,PlayStation 2,2006-09-26,5937,59.0,6.5
16854,Wii,2009-02-16,5063,59.0,6.5
16855,PC,2012-10-26,3715,59.0,6.0
16856,Xbox One,2016-06-21,2381,59.0,6.5
16857,Switch,2019-03-05,1394,59.0,7.4
16858,PlayStation 4,2016-10-10,2270,59.0,7.0
16859,Xbox,2004-09-21,6672,59.0,6.3
16860,Xbox 360,2009-10-06,4831,59.0,7.2
16861,PlayStation Vita,2015-12-01,2584,59.0,5.7
16862,DS,2006-09-26,5937,59.0,7.1
16863,PlayStation 4,2019-11-15,1139,59.0,6.8
16864,PlayStation 3,2008-10-21,5181,59.0,6.8
16865,PC,2021-07-27,519,59.0,6.8
16866,PC,2019-10-23,1162,59.0,6.5
16867,PC,2017-05-16,2052,59.0,5.6
16868,PSP,2010-09-13,4489,59.0,7.3
16869,DS,2008-04-14,5371,59.0,7.0
16870,PC,2004-08-01,6723,59.0,6.7
16871,GameCube,2003-05-28,7154,59.0,6.7
16872,PlayStation 2,2002-08-31,7424,59.0,8.5
16873,PC,2001-03-19,7954,59.0,8.4
16874,PC,2001-01-18,8014,59.0,7.4
16875,Dreamcast,2000-12-04,8059,59.0,7.8
16876,Xbox One,2020-05-28,944,59.0,4.9
16877,Xbox,2004-10-05,6658,59.0,4.9
16878,Switch,2017-06-13,2024,59.0,5.5
16879,Xbox One,2016-05-13,2420,59.0,5.6
16880,PlayStation 4,2014-06-09,3124,59.0,6.7
16881,Wii,2009-11-16,4790,59.0,8.2
16882,PlayStation 2,2006-04-18,6098,59.0,8.6
16883,PC,2014-04-15,3179,59.0,6.1
16884,Xbox 360,2007-12-12,5495,59.0,5.8
16885,Xbox,2006-06-05,6050,59.0,5.8
16886,PC,2018-12-06,1483,59.0,3.1
16887,PC,2022-06-02,209,59.0,0.3
16888,PlayStation 4,2020-02-04,1058,59.0,4.6
16889,Wii,2011-04-12,4278,59.0,7.5
16890,Wii,2007-06-26,5664,59.0,5.7
16891,PC,2019-02-22,1405,59.0,4.0
16892,PlayStation 2,2003-02-24,7247,59.0,8.0
16893,PC,2021-04-14,623,59.0,8.0
16894,Xbox One,2016-06-29,2373,59.0,6.3
16895,PC,2016-01-19,2535,59.0,7.1
16896,Xbox One,2015-12-01,2584,59.0,7.3
16897,PC,2013-10-29,3347,59.0,6.0
16898,Xbox 360,2011-06-14,4215,59.0,6.2
16899,Xbox 360,2011-02-15,4334,59.0,6.2
16900,PlayStation 2,2004-11-17,6615,59.0,8.3
16901,Xbox,2002-10-08,7386,59.0,7.4
16902,PC,2005-12-12,6225,58.0,7.5
16903,Game Boy Advance,2005-04-24,6457,58.0,7.5
16904,3DS,2013-05-16,3513,58.0,6.9
16905,Game Boy Advance,2005-06-14,6406,58.0,6.9
16906,Xbox Series X,2021-08-19,496,58.0,4.4
16907,Xbox Series X,2021-06-22,554,58.0,4.7
16908,PlayStation 4,2018-05-15,1688,58.0,6.8
16909,Wii U,2013-10-29,3347,58.0,6.8
16910,Xbox 360,2010-03-23,4663,58.0,8.0
16911,PlayStation 3,2010-10-19,4453,58.0,6.3
16912,3DS,2011-03-27,4294,58.0,6.3
16913,Xbox 360,2007-05-22,5699,58.0,5.4
16914,PC,2015-04-29,2800,58.0,6.8
16915,PlayStation 4,2013-11-15,3330,58.0,6.1
16916,DS,2009-06-30,4929,58.0,8.7
16917,DS,2009-06-09,4950,58.0,7.5
16918,Game Boy Advance,2003-09-23,7036,58.0,8.2
16919,PC,2014-01-29,3255,58.0,6.9
16920,Wii,2008-04-21,5364,58.0,6.0
16921,Switch,2020-04-11,991,58.0,6.0
16922,PlayStation 2,2003-10-29,7000,58.0,7.8
16923,PlayStation 2,2001-09-30,7759,58.0,4.0
16924,PC,2020-12-24,734,58.0,7.2
16925,PlayStation 3,2010-06-01,4593,58.0,7.0
16926,Xbox One,2020-02-04,1058,58.0,4.5
16927,Xbox One,2019-07-10,1267,58.0,4.5
16928,Switch,2019-04-17,1351,58.0,5.6
16929,3DS,2011-06-21,4208,58.0,3.0
16930,Switch,2020-05-14,958,58.0,7.3
16931,PlayStation 3,2011-06-28,4201,58.0,7.5
16932,PlayStation 2,2006-04-04,6112,58.0,8.0
16933,Wii,2010-08-30,4503,58.0,8.0
16934,PC,2007-07-10,5650,58.0,4.9
16935,PC,2013-04-19,3540,58.0,6.8
16936,PC,2014-03-11,3214,58.0,6.3
16937,PlayStation 4,2016-06-28,2374,58.0,6.4
16938,DS,2008-11-09,5162,58.0,8.1
16939,PC,2019-11-14,1140,58.0,5.6
16940,DS,2005-03-24,6488,58.0,7.5
16941,PC,2013-10-24,3352,58.0,6.9
16942,PC,2003-10-20,7009,58.0,8.5
16943,PC,2003-05-14,7168,58.0,6.8
16944,Game Boy Advance,2002-05-15,7532,58.0,6.8
16945,Game Boy Advance,2002-03-27,7581,58.0,6.8
16946,PlayStation 3,2012-08-21,3781,58.0,7.1
16947,Wii,2009-10-27,4810,58.0,6.0
16948,PC,2012-05-18,3876,58.0,7.5
16949,PlayStation 5,2021-03-25,643,58.0,2.8
16950,Xbox Series X,2020-12-22,736,58.0,2.8
16951,PC,2016-02-15,2508,58.0,6.0
16952,PSP,2007-08-14,5615,58.0,7.6
16953,PlayStation Vita,2012-10-16,3725,58.0,5.1
16954,PlayStation 3,2008-07-08,5286,58.0,5.7
16955,Wii,2010-11-23,4418,58.0,6.5
16956,PlayStation 5,2022-11-22,36,58.0,7.1
16957,Wii U,2015-11-20,2595,58.0,5.2
16958,PlayStation 3,2010-12-07,4404,58.0,6.3
16959,Xbox 360,2010-09-28,4474,58.0,6.3
16960,PlayStation 4,2019-03-15,1384,58.0,4.6
16961,PlayStation 4,2019-04-22,1346,58.0,5.0
16962,PlayStation 2,2006-10-10,5923,58.0,5.0
16963,PC,2010-06-29,4565,58.0,5.7
16964,Xbox,2005-03-22,6490,58.0,5.7
16965,PlayStation 3,2011-10-04,4103,58.0,7.2
16966,PlayStation 4,2016-01-19,2535,58.0,6.1
16967,PlayStation 2,2007-09-24,5574,58.0,6.6
16968,Wii,2010-06-21,4573,58.0,6.6
16969,PC,2015-03-09,2851,58.0,6.9
16970,PlayStation 3,2010-09-28,4474,58.0,6.1
16971,DS,2006-11-14,5888,58.0,8.3
16972,PlayStation 2,2005-10-11,6287,58.0,7.5
16973,PC,2003-06-28,7123,58.0,7.5
16974,Xbox,2003-06-17,7134,58.0,7.8
16975,Xbox,2003-05-20,7162,58.0,6.8
16976,PC,2002-03-22,7586,58.0,6.8
16977,PC,2001-03-04,7969,58.0,6.7
16978,PC,2001-01-02,8030,58.0,7.6
16979,Xbox 360,2010-12-07,4404,58.0,6.0
16980,Switch,2021-09-30,454,58.0,7.8
16981,PlayStation 5,2022-07-07,174,58.0,8.0
16982,Xbox 360,2007-05-23,5698,58.0,8.0
16983,Xbox One,2019-08-02,1244,58.0,6.5
16984,PlayStation 3,2010-01-28,4717,58.0,5.5
16985,PC,2009-03-24,5027,58.0,6.6
16986,PlayStation 2,2006-05-09,6077,58.0,8.6
16987,PC,2005-09-22,6306,58.0,6.0
16988,PlayStation 2,2005-06-07,6413,58.0,7.7
16989,PC,2015-07-28,2710,58.0,4.9
16990,PlayStation 5,2021-08-31,484,58.0,7.0
16991,PC,2014-01-07,3277,58.0,6.9
16992,PlayStation 2,2004-09-14,6679,58.0,8.3
16993,PlayStation 4,2020-10-06,813,58.0,6.9
16994,PC,2018-09-25,1555,58.0,8.0
16995,PC,2012-03-14,3941,58.0,4.6
16996,DS,2009-08-04,4894,58.0,6.7
16997,PC,2020-04-29,973,58.0,6.7
16998,PlayStation 2,2005-04-26,6455,58.0,8.0
16999,Game Boy Advance,2005-02-22,6518,58.0,8.0
17000,PC,2021-03-25,643,58.0,8.0
17001,PSP,2007-10-02,5566,58.0,4.8
17002,PC,2004-10-05,6658,58.0,7.2
17003,PC,2017-06-29,2008,58.0,3.4
17004,PC,2016-10-26,2254,58.0,3.1
17005,Wii,2007-10-09,5559,58.0,7.3
17006,PlayStation 3,2010-10-05,4467,58.0,4.0
17007,PlayStation 3,2006-11-13,5889,58.0,6.8
17008,Switch,2021-04-15,622,58.0,6.8
17009,PlayStation 2,2004-10-05,6658,58.0,8.1
17010,PlayStation 3,2011-08-03,4165,58.0,7.0
17011,PlayStation Vita,2015-02-24,2864,58.0,7.5
17012,PSP,2009-11-24,4782,58.0,6.8
17013,PC,2013-07-02,3466,58.0,6.8
17014,DS,2007-11-27,5510,58.0,6.8
17015,PlayStation 2,2001-10-01,7758,58.0,5.7
17016,PlayStation 3,2009-10-13,4824,58.0,7.8
17017,PSP,2007-09-27,5571,58.0,6.6
17018,Xbox 360,2013-08-27,3410,58.0,5.8
17019,Xbox One,2020-09-22,827,58.0,7.8
17020,PlayStation 4,2020-09-09,840,58.0,6.3
17021,Switch,2020-09-01,848,58.0,5.2
17022,PlayStation 4,2020-07-10,901,58.0,5.8
17023,PC,2017-01-25,2163,58.0,6.7
17024,3DS,2015-04-08,2821,58.0,6.1
17025,Xbox One,2015-02-24,2864,58.0,7.1
17026,PlayStation 3,2013-10-08,3368,58.0,5.6
17027,Xbox 360,2013-04-19,3540,58.0,6.3
17028,PSP,2010-03-18,4668,58.0,5.9
17029,PC,2010-01-27,4718,58.0,2.6
17030,DS,2007-10-30,5538,58.0,8.7
17031,PC,2007-10-19,5549,58.0,6.4
17032,Game Boy Advance,2005-10-24,6274,58.0,7.9
17033,Xbox,2004-03-24,6853,58.0,8.0
17034,Xbox,2002-09-11,7413,58.0,8.0
17035,GameCube,2002-05-20,7527,58.0,6.6
17036,PlayStation 2,2001-05-25,7887,58.0,6.3
17037,Dreamcast,2000-11-30,8063,58.0,7.2
17038,Nintendo 64,2000-06-15,8231,58.0,8.0
17039,PlayStation 2,2006-02-14,6161,58.0,6.9
17040,Xbox 360,2010-09-22,4480,58.0,6.4
17041,Xbox 360,2012-02-14,3970,58.0,4.4
17042,DS,2007-08-28,5601,58.0,4.4
17043,DS,2005-11-01,6266,58.0,7.6
17044,Xbox 360,2008-06-23,5301,58.0,5.5
17045,PC,2021-03-24,644,58.0,6.6
17046,DS,2008-03-11,5405,58.0,6.6
17047,Xbox 360,2010-01-28,4717,58.0,6.5
17048,DS,2008-10-28,5174,58.0,6.5
17049,PC,2016-07-19,2353,58.0,6.5
17050,PC,2013-08-15,3422,58.0,6.6
17051,Xbox 360,2013-03-08,3582,58.0,5.8
17052,PlayStation 4,2019-08-02,1244,58.0,5.0
17053,PC,2013-09-18,3388,58.0,6.8
17054,Wii,2009-10-12,4825,58.0,6.2
17055,Game Boy Advance,2004-10-25,6638,58.0,8.3
17056,PC,2003-11-18,6980,58.0,8.7
17057,PlayStation 2,2003-04-14,7198,58.0,7.4
17058,PlayStation 2,2002-11-25,7338,58.0,7.2
17059,GameCube,2002-11-13,7350,58.0,7.0
17060,PC,2001-11-14,7714,58.0,7.0
17061,PlayStation 2,2001-08-13,7807,58.0,7.7
17062,DS,2006-12-12,5860,58.0,6.8
17063,Xbox One,2021-09-03,481,58.0,6.8
17064,PlayStation 2,2006-03-29,6118,58.0,8.3
17065,PC,2021-08-11,504,58.0,6.6
17066,PSP,2007-04-24,5727,58.0,6.5
17067,PC,2019-10-04,1181,58.0,2.9
17068,Xbox 360,2011-03-29,4292,58.0,8.1
17069,Wii,2007-11-16,5521,58.0,7.8
17070,PC,2022-03-10,293,58.0,3.6
17071,Switch,2019-11-07,1147,58.0,7.3
17072,Xbox One,2015-08-21,2686,58.0,6.2
17073,Wii,2010-02-08,4706,58.0,8.1
17074,Xbox 360,2007-10-29,5539,58.0,8.0
17075,PC,2007-04-03,5748,58.0,7.1
17076,PlayStation 4,2018-09-11,1569,58.0,5.5
17077,DS,2008-02-05,5440,58.0,6.2
17078,PC,2006-04-06,6110,58.0,5.4
17079,PlayStation 2,2006-09-19,5944,58.0,8.8
17080,Xbox 360,2007-03-20,5762,58.0,6.5
17081,Xbox One,2017-06-20,2017,58.0,4.6
17082,PC,2015-02-24,2864,58.0,5.7
17083,3DS,2015-09-15,2661,58.0,6.6
17084,Wii,2007-09-18,5580,58.0,8.1
17085,Xbox,2005-03-25,6487,58.0,7.2
17086,PC,2005-02-24,6516,58.0,6.2
17087,PSP,2007-01-23,5818,58.0,7.5
17088,PC,2016-12-14,2205,58.0,5.6
17089,PlayStation 4,2016-02-16,2507,58.0,4.2
17090,PC,2014-02-25,3228,58.0,7.7
17091,Xbox 360,2012-06-06,3857,58.0,6.0
17092,PlayStation 3,2008-11-04,5167,58.0,6.3
17093,PlayStation 2,2004-06-15,6770,58.0,7.6
17094,PC,2003-01-20,7282,58.0,5.6
17095,PlayStation 2,2002-11-12,7351,58.0,7.8
17096,PlayStation 2,2002-09-16,7408,58.0,5.8
17097,Xbox,2002-08-12,7443,58.0,6.4
17098,Xbox,2001-12-19,7679,58.0,5.5
17099,PlayStation 3,2011-10-25,4082,58.0,5.4
17100,DS,2007-08-07,5622,58.0,8.6
17101,PlayStation 4,2015-03-17,2843,58.0,7.1
17102,PlayStation 3,2010-09-14,4488,58.0,6.1
17103,PlayStation 4,2021-03-25,643,58.0,6.1
17104,Switch,2019-05-02,1336,58.0,6.9
17105,3DS,2014-06-26,3107,58.0,7.4
17106,PC,2008-02-08,5437,58.0,4.8
17107,Wii,2009-01-21,5089,58.0,2.2
17108,Xbox,2006-01-18,6188,58.0,2.2
17109,DS,2007-03-20,5762,58.0,2.2
17110,PSP,2006-03-21,6126,58.0,7.3
17111,PC,2008-03-11,5405,58.0,6.8
17112,PC,2016-09-13,2297,58.0,5.9
17113,PlayStation 2,2004-11-30,6602,58.0,5.4
17114,PlayStation 4,2018-12-11,1478,58.0,6.0
17115,PlayStation 4,2015-08-11,2696,58.0,5.0
17116,DS,2011-06-21,4208,58.0,5.0
17117,PC,2007-02-20,5790,58.0,6.3
17118,PSP,2006-10-08,5925,58.0,3.0
17119,PlayStation 2,2005-07-26,6364,58.0,8.7
17120,Xbox One,2020-07-10,901,58.0,6.2
17121,PC,2009-06-23,4936,58.0,5.5
17122,PSP,2005-10-04,6294,58.0,7.5
17123,PC,2013-06-03,3495,58.0,6.7
17124,PC,2013-06-05,3493,58.0,7.7
17125,DS,2009-08-25,4873,58.0,5.5
17126,Game Boy Advance,2001-11-27,7701,58.0,5.5
17127,Dreamcast,2001-09-13,7776,58.0,6.7
17128,Game Boy Advance,2001-06-10,7871,58.0,7.0
17129,Xbox One,2020-09-18,831,58.0,5.3
17130,PlayStation 4,2021-04-06,631,58.0,7.7
17131,PlayStation 4,2014-04-22,3172,58.0,6.1
17132,PC,2012-05-15,3879,58.0,6.5
17133,PSP,2009-10-27,4810,58.0,7.8
17134,PC,2005-10-04,6294,58.0,4.6
17135,PlayStation 2,2005-02-15,6525,58.0,7.8
17136,PlayStation 3,2012-03-20,3935,58.0,5.0
17137,PSP,2011-11-01,4075,58.0,8.1
17138,PlayStation 2,2005-02-14,6526,58.0,7.6
17139,Switch,2021-01-28,699,58.0,8.0
17140,PlayStation 4,2017-06-06,2031,58.0,5.9
17141,Xbox One,2016-12-01,2218,58.0,3.9
17142,PlayStation Vita,2014-12-09,2941,58.0,7.0
17143,PlayStation 3,2007-11-06,5531,58.0,7.9
17144,Switch,2017-03-03,2126,58.0,4.8
17145,PC,2020-08-20,860,58.0,7.4
17146,Wii,2010-09-14,4488,58.0,8.2
17147,Xbox,2003-09-09,7050,58.0,5.7
17148,Game Boy Advance,2002-11-05,7358,58.0,5.7
17149,PC,2002-06-05,7511,58.0,7.0
17150,PlayStation,2001-01-28,8004,58.0,7.6
17151,PC,1998-03-31,9038,58.0,7.6
17152,DS,2005-06-13,6407,58.0,7.4
17153,Xbox 360,2008-11-05,5166,58.0,8.2
17154,Xbox Series X,2021-02-04,692,58.0,4.6
17155,DS,2009-06-23,4936,58.0,4.0
17156,PSP,2007-03-13,5769,58.0,6.6
17157,Xbox One,2021-12-02,391,58.0,3.5
17158,PlayStation 4,2016-09-22,2288,58.0,7.2
17159,PC,2016-05-06,2427,58.0,6.9
17160,PlayStation 2,2006-04-13,6103,58.0,6.8
17161,PlayStation Vita,2017-05-02,2066,58.0,7.0
17162,PC,2017-06-01,2036,58.0,7.0
17163,Wii,2010-07-19,4545,58.0,6.3
17164,DS,2006-11-28,5874,58.0,6.3
17165,Xbox,2003-08-14,7076,58.0,6.7
17166,PlayStation 4,2016-10-28,2252,58.0,5.8
17167,PC,2016-05-19,2414,58.0,7.8
17168,Xbox 360,2007-05-16,5705,58.0,7.0
17169,PlayStation 2,2003-11-10,6988,58.0,5.2
17170,Xbox 360,2008-03-26,5390,58.0,7.3
17171,Switch,2021-08-13,502,58.0,7.3
17172,3DS,2011-06-02,4227,58.0,6.1
17173,Wii,2007-02-12,5798,58.0,6.6
17174,PlayStation 4,2017-10-17,1898,58.0,6.5
17175,PlayStation 4,2015-04-28,2801,58.0,7.1
17176,Xbox,2005-09-20,6308,58.0,7.6
17177,PlayStation 2,2003-10-14,7015,58.0,6.8
17178,PlayStation 3,2013-03-26,3564,58.0,6.7
17179,PlayStation 2,2005-10-11,6287,58.0,7.9
17180,PC,2019-08-13,1233,58.0,6.3
17181,Switch,2018-12-20,1469,58.0,6.8
17182,Switch,2018-10-18,1532,58.0,5.4
17183,Switch,2018-09-25,1555,58.0,5.2
17184,Switch,2018-03-15,1749,58.0,6.3
17185,Xbox One,2017-02-03,2154,58.0,6.3
17186,Xbox 360,2011-12-13,4033,58.0,6.8
17187,Xbox 360,2011-11-08,4068,58.0,5.6
17188,PSP,2009-10-01,4836,58.0,6.4
17189,Xbox 360,2009-05-06,4984,58.0,4.0
17190,PSP,2006-11-21,5881,58.0,8.0
17191,Xbox 360,2006-11-15,5887,58.0,8.0
17192,PlayStation 2,2004-10-11,6652,58.0,3.5
17193,Xbox,2004-09-14,6679,58.0,7.0
17194,PC,2004-01-29,6908,58.0,6.3
17195,Xbox,2003-04-15,7197,58.0,6.2
17196,PC,2003-02-26,7245,58.0,7.4
17197,Game Boy Advance,2002-11-21,7342,58.0,5.8
17198,Xbox,2002-11-10,7353,58.0,6.9
17199,PlayStation 2,2002-09-27,7397,58.0,7.1
17200,PlayStation 2,2001-08-06,7814,58.0,8.2
17201,PlayStation 3,2009-07-24,4905,57.0,5.3
17202,3DS,2013-11-22,3323,57.0,6.0
17203,PlayStation 3,2011-06-14,4215,57.0,5.5
17204,3DS,2018-01-19,1804,57.0,7.0
17205,Wii U,2015-11-19,2596,57.0,7.3
17206,PlayStation 3,2012-05-08,3886,57.0,5.5
17207,PSP,2011-03-22,4299,57.0,4.5
17208,Switch,2019-10-17,1168,57.0,6.2
17209,PC,2010-01-15,4730,57.0,3.5
17210,PC,2007-08-28,5601,57.0,3.5
17211,PlayStation 2,2006-08-15,5979,57.0,7.9
17212,PC,2022-12-09,19,57.0,7.0
17213,PC,2019-04-30,1338,57.0,4.7
17214,Xbox One,2018-01-23,1800,57.0,6.3
17215,PlayStation 2,2004-12-07,6595,57.0,7.9
