Number,Platform,Date,Passed Day,Meta Score,User Score
4458,PlayStation 3,2011-09-13,4124,80.0,7.1
4459,Xbox 360,2010-02-10,4704,80.0,6.3
4460,Xbox 360,2012-02-07,3977,80.0,7.6
4461,Xbox One,2022-01-20,342,80.0,6.4
4462,PlayStation 3,2010-03-16,4670,80.0,7.8
4463,PC,2009-05-14,4976,80.0,7.9
4464,GameCube,2004-02-09,6897,80.0,8.9
4465,PlayStation 2,2004-01-13,6924,80.0,8.8
4466,Game Boy Advance,2003-12-11,6957,80.0,8.3
4467,PC,2003-10-01,7028,80.0,7.8
4468,Xbox,2003-06-10,7141,80.0,7.4
4469,PC,2002-11-14,7349,80.0,7.8
4470,Game Boy Advance,2002-09-16,7408,80.0,7.8
4471,Dreamcast,2000-11-09,8084,80.0,8.7
4472,Nintendo 64,2000-06-13,8233,80.0,7.6
4473,PlayStation,1999-09-30,8490,80.0,8.6
4474,Switch,2019-11-15,1139,80.0,4.4
4475,Switch,2019-01-11,1447,80.0,6.9
4476,PlayStation 3,2014-03-18,3207,80.0,7.3
4477,PC,2002-11-06,7357,80.0,7.9
4478,Xbox One,2014-04-16,3178,80.0,7.1
4479,PlayStation 4,2020-05-13,959,80.0,6.9
4480,Switch,2018-09-14,1566,80.0,8.5
4481,PlayStation 4,2019-10-25,1160,80.0,3.5
4482,Xbox Series X,2022-09-09,110,80.0,4.9
4483,PlayStation 4,2020-07-14,897,80.0,7.1
4484,PlayStation 4,2019-04-16,1352,80.0,7.1
4485,PC,2014-12-16,2934,80.0,6.7
4486,PC,2008-09-16,5216,80.0,7.0
4487,Switch,2018-04-24,1709,80.0,7.8
4488,Xbox 360,2009-09-08,4859,80.0,8.1
4489,PlayStation 5,2022-02-22,309,80.0,7.7
4490,PlayStation 3,2013-03-12,3578,80.0,7.8
4491,Xbox 360,2006-10-17,5916,80.0,7.8
4492,Xbox One,2015-05-19,2780,80.0,8.4
4493,Switch,2019-09-03,1212,80.0,7.1
4494,PlayStation 4,2018-03-05,1759,80.0,7.6
4495,PlayStation 3,2013-03-12,3578,80.0,7.4
4496,Switch,2021-07-08,538,80.0,6.5
4497,PC,2016-12-20,2199,80.0,7.2
4498,PlayStation 3,2008-09-23,5209,80.0,7.2
4499,PC,2021-09-30,454,80.0,8.4
4500,Switch,2018-11-30,1489,80.0,7.7
4501,PC,2018-09-19,1561,80.0,7.1
4502,PC,2013-10-17,3359,80.0,7.9
4503,Xbox 360,2009-10-27,4810,80.0,6.9
4504,PlayStation 4,2018-07-24,1618,80.0,8.5
4505,Xbox One,2014-12-03,2947,80.0,7.9
4506,Xbox One,2016-02-09,2514,80.0,8.3
4507,PlayStation 4,2015-09-27,2649,80.0,7.1
4508,Xbox One,2015-03-24,2836,80.0,8.0
4509,PlayStation 3,2009-07-14,4915,80.0,6.9
4510,PC,2019-02-14,1413,80.0,6.7
4511,PlayStation 5,2022-04-14,258,80.0,7.9
4512,Switch,2018-06-07,1665,80.0,8.0
4513,PC,2015-10-05,2641,80.0,4.4
4514,PlayStation 3,2008-07-31,5263,80.0,7.8
4515,Xbox Series X,2022-03-01,302,80.0,6.8
4516,PlayStation Vita,2014-05-27,3137,80.0,7.9
4517,PlayStation 3,2011-06-07,4222,80.0,7.3
4518,PC,2006-02-28,6147,80.0,8.1
4519,PC,2022-01-20,342,80.0,7.7
4520,Xbox Series X,2020-11-10,778,80.0,4.5
4521,PlayStation 4,2018-12-04,1485,80.0,7.3
4522,PC,2015-09-10,2666,80.0,7.5
4523,PC,2015-09-02,2674,80.0,6.3
4524,PlayStation 2,2004-11-02,6630,80.0,8.6
4525,PlayStation 4,2019-04-09,1359,80.0,8.0
4526,PC,2017-07-17,1990,80.0,8.2
4527,PC,2004-06-23,6762,80.0,8.4
4528,DS,2012-10-07,3734,80.0,8.0
4529,Switch,2019-11-15,1139,80.0,4.7
4530,Xbox Series X,2022-12-02,26,80.0,7.5
4531,PC,2021-11-01,422,80.0,8.3
4532,Xbox Series X,2021-09-23,461,80.0,3.8
4533,PC,2020-07-10,901,80.0,7.7
4534,DS,2010-03-23,4663,80.0,5.4
4535,PC,2003-11-11,6987,80.0,8.8
4536,Xbox,2002-10-09,7385,80.0,7.4
4537,GameCube,2002-09-03,7421,80.0,7.4
4538,PlayStation 2,2001-03-26,7947,80.0,7.9
4539,PlayStation,2000-10-03,8121,80.0,8.0
